Master.Id,Tweet,Cluster_labels
9.66056E+17,Hmmm wonder also working whole flood issue  Noah emailing  Hell know ,0
9.66057E+17,Real reason  American Opiate Crisis   Thank TheRealSelbrede source TheMoreYouKnow opioidcrisis BigPharma AmericaAddicted OxyContin morphine fentanyl heroin,0
9.66057E+17,Congress begin hearings opioid crisis,0
9.66057E+17,Daily Mails cut paste job Sackler familys involvement opiod crisis managed ignore majority victims White rust belt states  victim interview Jewish  via MailOnline,0
9.66058E+17,Ik vind een YouTube  video leuk    Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66058E+17,NEW  Studies show  among states  W Va  shoulders highest burden caused opioid crisis  taking look officials hope answer Mountain State  Please join WTRFNews pm  Faces Opioid Epidemic  series continues ,0
9.66058E+17,Congress begin hearings opioid crisis,0
9.66058E+17,greta  s Opioid crisis  s illegal Fentanyl  Heroin crisis please accurate specific  Narcotic pain medication prescription dropped significantly heroin fentanyl overdoses continued sky rocket,0
9.66058E+17,Big Pharma Family Brought Us Opioid Crisis,0
9.66058E+17,sullydish NYMag  Andrew Sullivan discusses deep social  cultural psychological problems underlying opioid crisis ,0
9.66058E+17,Proposed Alabama bill decriminalize marijuana possession       need get head sand issue  got opioid crisis need spending  chasing around accountant gets high weekend   Well said  Representative Todd ,0
9.66059E+17,ICYMI  Check Congressional briefing mental health men boys age opioid crisis  MensHealth MenMentalHealth mentalHealth ,0
9.66059E+17,CTV News addresses Opioid crisis Canada,0
9.66059E+17,ICYMI  Check Congressional briefing mental health men boys age opioid crisis  MensHealth MenMentalHealth mentalHealth ,0
9.66059E+17,realDonaldTrump Sure  forget story American cities Mr  realDonaldTrump  mean ,0
9.66059E+17,Opioid crisis NH,0
9.66059E+17,ddale Wonder  ll kind action  s shown towards stopping Russian meddling midterms  towards opioid crisis ,0
9.66059E+17,Trump Foolishly Thinks Can Solve Opioid Crisis Zero Cash Dumb Ad Campaign,0
9.66059E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66059E+17,Sackler family made billions opioid crisis via MailOnline,0
9.6606E+17,Emagineer AP first time directed dept something either  Like directed NASA get us back Moon   Mars  cut funding  dept Health declare opioid crisis health emergency  slashed funding addiction services ,0
9.6606E+17,myeyeswidenow gundude go doctor  also choose family health care  medical malpractice opioid crisis killing just many people ,0
9.6606E+17,Philadelphia District Attorney sues Big Pharma opioid crisis,0
9.6606E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.6606E+17,Trump Fumbles Around Opioid Crisis   Die Every Day via thedailybeast,0
9.6606E+17,Opioid addiction  Chris Christie advise Trump panel crisis  CNN,0
9.66061E+17,Scaling back ACA opioid crisis SubstanceUse,0
9.66061E+17,KASPER system center discussion Canadian delegation examining opioid crisis  kyodcp GovMattBevin,0
9.66062E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66062E+17,Opioid crisis   trillion problem,0
9.66062E+17,Congress begin hearings opioid crisis,0
9.66062E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube DavidHogg  whose daddy  former  FBI crisis actor  make CNN fakenews ,1
9.66062E+17,senrobportman Cardinal Health  Clay  Cardinal distributed  million doses prescription opioids   s enough  doses every citizen county ,0
9.66062E+17,JohnRossBowie highly doubt follow  Itll declaring opioid crisis emergency promises Puerto Rico ,0
9.66062E+17,madisongesiotto sorry many things hard Ohio  PC Moritz  trbles local schools  opioid crisis  family finest family ever  morning going checkup  telling Dr knowing  Aless built  made stronger  loss,0
9.66062E+17,Get latest legal info opioid crisis,0
9.66062E+17,Purdue Pharma  maker OxyContin  announced will stop marketing painkillers doctors  important move fight stem opioidcrisis  via germanrlopez,0
9.66063E+17,Claire FiddianGreen CFiddianG RMFFIndy joins PhilanthropyHour discuss taking opioid crisis Indiana communities resonates nationally  Intriguing look role philanthropy addressing national crisis ,0
9.66063E+17,noreeninman VictoriaDahl opioid crisis   s unsuspecting patients developed dependence drugs never approved  Children  parents  grandparents   s allowing industries like Big Pharma  Insurance   Firearms influence Congress damaging,0
9.66063E+17,School Nursing joins fight opioid crisis  University News DrugAbuse,0
9.66063E+17,Pharma Control needed  MSM outrage left rampant excessive usr harmful addictive pharmaceutical products  Sackler family made billions opioid crisis via MailOnline,0
9.66063E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66063E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66063E+17,  MMS Hit piece  Flu Shots  Vax Propaganda  Opioid Crisis via YouTube,0
9.66063E+17, feel sad   young activist speaks opioid crisis Toronto  Coming globalnewsto says needs happen save lives ,0
9.66064E+17,KamVTV retweet write crap like  pathetic garbage woman  Just another MAGA troll thats one handful oxy away another tornado bait trailer trash opioid crisis statistic ,0
9.66064E+17,anyone seen published stats black people suffering opioid crisis ,0
9.66064E+17,studies still mixed actual effects acupuncture  many patients looking avoid opioid addiction giving try ,0
9.66064E+17,ASavageNation,0
9.66064E+17,Scientists Warn  FDA  s War Plant Worsen Opioid Crisis,0
9.66064E+17,Dalrymple going like proclamations issued  acting opioid crisis  will like  order  given nearunanimous bill passed Congress implement sanctions Russia ,0
9.66064E+17,late purduepharma  late  Damage done         maker OxyContin will finally stop marketing addictive opioid doctors,0
9.66064E+17,Death suffering hand big pharma,0
9.66064E+17,Admins solution problems Criminalization People Enforcement  Opioid Crisis  Undocumented Immigrants  Criminalize  Enforce harsh restrictions penalties humans  Shootings  Criminalize mental health  Station armed Enforcers everywhere ,0
9.66065E+17,D  C  know OpioidCrisis  via axios ,0
9.66065E+17,Nassau Bar hold opioid crisis seminar  Long Island Business News NassauCounty LongIsland,0
9.66065E+17,Can marijuana cure opioid crisis   Green News Weekly MMJ CBD ,0
9.66065E+17, imperative keep talking  keep coming ideas  big small  solve problem   Insightful words Phillydotcom city struggling stem tide addiction ,0
9.66066E+17,Stuck Opioid Crisis  Many Medical Officials Turning Acupuncture,0
9.66066E+17,,0
9.66066E+17,TomiLahren Yeah  truth dead smack face    Sackler family made billions opioid crisis via MailOnline,0
9.66066E+17,joshcomers SethMacFarlane Newt also suggesting way combat opioid crisis begin freely distributing heroin across America ,0
9.66066E+17,ChrisMurphyCT Maybe  s GOP will attack opioid crisis  make opioids available  GOPReformNow,0
9.66066E+17,ICYMI RT drhpaz Yesterday opportunity share Aetna  s perspective opioid crisis United States House Ways Means Committee  can read testimony ,0
9.66066E+17,  MMS Hit piece  Flu Shots  Vax Propaganda  Opioid Crisis via YouTube,0
9.66066E+17,ericbolling newsmax KirstenHaglund got railroaded friend  Good see ur staying active media   year old nephew passed heroin overdose Sept   need solve opioid crisis anything else  sure know overdose  causes death  shootings MVA Sad,0
9.66067E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66067E+17,cspan first time directed dept something either  Like directed NASA get us back Moon   Mars  cut funding  dept Health declare opioid crisis health emergency  slashed funding addiction services ,0
9.66067E+17,Tonight  Tune  p  m  WLNETV ABC  News Town Hall Special  Opioid Crisis  Addiction Hitting Home  ,0
9.66067E+17,Trump Fumbles Around Opioid Crisis   Die Every Day,0
9.66068E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66068E+17,realDonaldTrump name Matt Roman  MD fighting opioid crisis dedicating life treating patients cannabis  seen tremendous success cancer  seizures  etc  will CPAC panel MMJ discussion Saturday   Help ,0
9.66068E+17,POZ Blogs   Tale Two Budgets  Congress Trump work two divergent budgets  will address HIV  AIDS  opioid crisis health care  AIDSUnited Advocacy budget budgetcuts Congress DonaldTrump Opioids RyanWhite Trump,0
9.66068E+17,LMH CEO  Healthcare industry played part opioid crisis,0
9.66068E+17,Trump Fumbles Around Opioid Crisis   Die Every Day,0
9.66068E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66069E+17,brianstelter yashar Now Obama  control   won  t  opioid crisis grew Obama  sat back  years just get Obama care  ,0
9.66069E+17,Legalised racketeering  Sackler family made billions opioid crisis,0
9.66069E+17,Luckily  one Trumpland worry opioid addiction death ,0
9.6607E+17,nytopinion want stop opioid crisis   s enough just vent march   s necessary let opioid addicts lead way  show respect junkees points ,0
9.6607E+17,toll opioidcrisis American population economy growing substantially   Americans believed fatally overdosed opioids last year   CATS mentalhealth addiction CNBC danmangan,0
9.6607E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.6607E+17,Local Drugstores Play Part Opioid Crisis  WP ,0
9.66071E+17,CNNPolitics Yeah  infrastructure Opioid crisis coming along  Yeah  say need say  forget ,0
9.66071E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66071E+17,Local program fighting opioid crisis faces possible shutdown  Local News ,0
9.66071E+17,Reuters projects coming  Opioid crisis  Fail Middle East peace  Near major war right now Justice Reform  heading back chain gangs Mexico  China  Muslims  Ya  love us ,0
9.66071E+17,State Health System Meets Eprescribing Deadline Help Battle Opioid Crisis  Variety Hospitals  Ambulatory Care Centers  Outpatient Surgery Centers Utilizing Tool Healthcare,0
9.66072E+17, FDA committed exploring existing authorities find new impactful ways regulating ,0
9.66072E+17,SenJackReed Licensed Mental Health Counselors restricted accepting Medicare  nation already shortage providers  nation faces gun opioid crisis  afford prevent access quality healthcare  Please supportS  ,0
9.66072E+17,BonniBK MamaRose   nursing home residents Medicaid  GOP cutting  trillion Medicaid  Also Medicaid fighting opioid crisis  Nursing homes hundred will go business  Seniors one will homeless  Drugs covered Medicare ,0
9.66072E+17,Fentanyl  opioid crisis  understand assist prevention ,0
9.66072E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66072E+17,overview opioid crisis,0
9.66072E+17,Patients  doctors turn acupuncture amid Americas opioid crisis via CBSHealth opioidcrisis AlternativeMedicine,0
9.66073E+17,JimLangevin Licensed Mental Health Counselors restricted accepting Medicare  nation already shortage providers  nation faces gun opioid crisis  afford prevent access quality healthcare  Please support bill S   ,0
9.66073E+17,Wendy drugs parents control  agree huge opioid crisis started epidemic ,0
9.66073E+17,Congress begin hearings opioid crisis HR,0
9.66073E+17,Congress begin hearings opioid crisis,0
9.66073E+17,SenWhitehouse Licensed Mental Health Counselors restricted accepting Medicare  nation already shortage providers  nation faces gun opioid crisis  afford prevent access quality healthcare  Please support bill S   ,0
9.66073E+17,Dalrymple first time directed dept something either  Like directed NASA get us back Moon   Mars  cut funding  dept Health declare opioid crisis health emergency  slashed funding addiction services ,0
9.66073E+17,  report National Academies Sciences  Engineering  Medicine  showed marijuana good pain reduction  lessening need prescription painkillers  mynewspaper opioidcrisis sonomacounty,0
9.66073E+17,family behind America  s OpioidCrisis  New York London socialites developed OxyContin made BILLIONS drug  s skyrocketing sales despite claims false advertising labelled LESS addictive painkillers,2
9.66074E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66074E+17,opioid crisis US exhibited concerning escalation similar HIV  AIDS epidemic peak s  s  struggling addiction condemned higher mortality just poor judgement  must done  starting ED ,0
9.66074E+17,House Republicans will begin series legislative hearings next week first step effort pass bipartisan bills tackling opioid crisis via WSJ,0
9.66074E+17,BillOReilly see opioid crisis claiming victim  Get help ,0
9.66075E+17,Opioid dependence recovery treatment  opioid crisis  overdose prevention,0
9.66075E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66075E+17,solutions Opioid Crisis Washington State,0
9.66075E+17,politics worst  Trying tie sanctuary cities opioid epidemic despicable  just confuses immigration issue muddles fight combat opioid crisis  one wins ,0
9.66075E+17,Wondering expert panel thinks can combat opioid epidemic ,0
9.66075E+17,House Republicans Take First Step Tackle Opioid Crisis,0
9.66076E+17,Hartford Health meets eprescribing deadline help battle opioid crisis Via HealthITNews EpicSystems,0
9.66076E+17,interesting look acupuncture pain reliever ,0
9.66076E+17,liked YouTube video   Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66076E+17,Trump Fumbles Around Opioid Crisis   Die Every Day via thedailybeast,0
9.66076E+17,CTs Opioid Crisis  Connecticut House Democrats,0
9.66076E+17,drug pushers caused hundreds thousands deaths  enough fatalities decrease overall U  S  life expectancy birth last two years running  Yet police SWAT teams pounded doors hunting drug pushers ,2
9.66076E+17,Panel experts agreed majority   billion HHS budget drug overdose epidemic allocated toward treatment ,2
9.66076E+17,Community development leader Robert Woodson said conservatives need join forces black community leaders activists solve opioid epidemic  pdvarona story ,0
9.66077E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66077E+17,Knocking walls silence keep people talking substance use important step towards addressing opioid crisis B  C  Overdose can affect anyone   StopOverdose,0
9.66077E+17,Stonewall ScaramucciPost sad story  Sounded like actually lost son Fentanyl  think safe blow heroin pills  lacing cocaine Fentanyl now  Fighting ms fighting opioid crisis  Suing drugmakers pointless btw,0
9.66077E+17,via thedailybeast,0
9.66077E+17,One keys successfully dealing opioid epidemic getting folks treatment   happen insurance  Medicaid Expansion essential dealing crisis  Medicaid Expansion means end drug court ,2
9.66078E+17,drug pushers caused hundreds thousands deaths  enough fatalities decrease overall U  S  life expectancy birth last two years running  Yet police SWAT teams pounded doors hunting drug pushers ,2
9.66078E+17, YouTube    Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66078E+17,POTUS Licensed Mental Health Counselors restricted accepting Medicare  nation already shortage providers  nation faces gun opioid crisis  afford prevent access quality healthcare  Please support bill S   ,0
9.66078E+17,impressive group students Fort Kent HS met w  DC tell Youth Voices program  ve developed help peers avoid alcohol  tobacco   opioid abuse  shared inspirational story recent Health Committee hearing opioid crisis ,0
9.66078E+17,House Republicans begin series leg hearings next week first step effort pass bipartisan bills tackling opioid crisis via WSJ,0
9.66079E+17,CBSNews EmmaChange Kind like way took opioid crisis  realDonaldTrump,0
9.66079E+17,Carb addiction explained Opioid Crisis via WilliamDavisMD,0
9.66079E+17,Stuck opioid crisis  officials turn acupuncture  STAT,0
9.66079E+17,BigPharma Opioidcrisis Addiction CTs   Crime Familyterrorist group ,0
9.66079E+17,Americans Invented Modern Life  Now  re Using Opioids Escape  interesting article growing US opioid crisis yet hit Australia ,0
9.66079E+17,,0
9.6608E+17,Great work looking practical strategies tackle opioid crisis UPennEM faculty colleagues kitdelgadoMD zacharymeisel JMPerroneMD,0
9.66081E+17,Former Fox News star Eric Bolling working Trump fight opioid crisis,0
9.66081E+17,BCBSM partnering provide solutions opioidcrisis  including information business managers confronting workplace ,0
9.66081E+17,beat crisis  must stand together recognize problem will go away Arkansas stand fight issue via THV,0
9.66081E+17,liked YouTube video   Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66081E+17,greta Stop calling opioid crisis  Stop criminalizing medical community ,0
9.66081E+17,Opioid Crisis  National Institutes Health  NIH ,0
9.66081E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66081E+17,conversations concerned community members  created road map address crisis substance abuse  historical disparities treatment drug users  City Philadelphia ,2
9.66082E+17,Combating Tennessees opioid crisis  dozen legislative proposals introduced  Via WBIRTV ,0
9.66082E+17,Greedy CTBillionaire Sackler FamilyBLOOD HANDS  required build staff FREE Detox inpatient  outpatient recovery opioid addicts ,0
9.66082E+17,Novus Detox Center  Opioid Crisis Demands Drug Czar Intervention,2
9.66083E+17,Trending  Johnnys  Gabbies    cities need understand drug gabapentin exacerbates opioidabuse   EfficientGov,2
9.66083E+17,Article Titled  Opioid Litigation  Will opioid crisis similar tobacco one s   First Entered drugs Zeitgeist December      pm,0
9.66083E+17,Southwest Ohio  opioid crisis driven record number children state custody  Timmy Broderick beltmagazine,0
9.66083E+17,JoeNBC  m sure much weight behind declaring opioid epidemic national crisis  none ,0
9.66083E+17,bakerchick greta jmurphy say opioid crisis ,0
9.66084E+17,national day action today saw advocates leading discussions cities across Canada opioid overdose crisis  Adding discourse Tilray  s Philippe Lucas  whose paper looked cannabisbased interventions Harm Reduction Journal ,0
9.66084E+17,VoizeofReazon  ll wait till action taken   s like  pledge  made deal opioid crisis   s big hot bag nothing ,0
9.66084E+17,JoeNBC just minor fix make things settle  actually  Like opioid crisis  going help  defunded instead  trust Trump  TrumpColluded,0
9.66084E+17,toddtalk Nonsense urban politicians CBC constantly deride urban violence inner city crime lot rural America cares akin drug abuse wasn  t big issue long urbanized now OMG opioid crisis  hitting home,2
9.66084E+17,blacktwitter VA Seeks NonOpioid Treatments Combat Drug Crisis,2
9.66084E+17,VIU Students Look Help Youngest Victims Opioid Crisis,0
9.66085E+17,White House Announces Opioid Crisis Cost U  S  Economy   Billion,0
9.66085E+17,Hartford Health meets eprescribing deadline help battle opioid crisis,0
9.66085E+17,South Carolina Attorney General Alan Wilson addressed Aiken Republican Club Tuesday ,0
9.66085E+17,South Carolina Attorney General Alan Wilson addressed Aiken Republican Club Tuesday ,0
9.66085E+17,Federal NDP leader witnesses opioid overdose crisis  calls decriminalization  ,0
9.66085E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66085E+17,JohnKasich just saying hoping things die last shooting knowing Nov coming  Just like opioid crisis said going help  defunded  trust Trump minute  TrumpColluded,0
9.66085E+17,UKCESJ JimGrayCongress plan  ideas opioid crisis affecting Kentucky rural areas everywhere ,0
9.66086E+17,Last Call  Opioid Crisis Makes Addiction Restaurants Even Deadly,0
9.66086E+17,Reporter jjseverino met Candidates West Virginia  s st Congressional District Kendra Fershee Ralph Baxter town hall  candidates offered opinions important steps solving opioid crisis ,0
9.66086E+17, safe injection sites developed world  essentially everywhere except United States  drliberty Jeffrey  Singer reports  HarmReduction,0
9.66086E+17,Littleknown medicine Naloxone help fight opioid crisis need everything possible make Naloxone availableits already saved many thousands lives  via voxdotcom SenateFloor HouseFloor,0
9.66086E+17, experts weigh fighting opioid crisis PublicHealth issue,0
9.66087E+17, Destroying Illusion    Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis QAnon awakeningrEVOLution greatawakening,1
9.66088E+17,Big Pharma Family Brought Us Opioid Crisis  Sam Pizzigati  MINT PRESS  via winstonclose,0
9.66088E+17,liked YouTube video   Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis,1
9.66088E+17,share text,0
9.66088E+17,Big Pharma Family Brought Us Opioid Crisis  Sam Pizzigati  MINT PRESS ,0
9.66089E+17,TrumpBudget gives next nothing fighting opioid crisis  TrumpsCrumbs trumpscrumbs dot com keithellison TayGriffin TomPerez TeamPelosi AdamParkhomenko GovHowardDean SenSchumer jonfavs danpfeiffer neeratanden,0
9.66089E+17,One things struck Andrew Sullivans essay opioid crisis poetry cites William Brewer ,0
9.66089E+17,Scientists Warn Trump  FDA  s War Plant Worsen Opioid Crisis,0
9.66089E+17,jonlovett TrumpBudget gives next nothing fighting opioid crisis  TrumpsCrumbs trumpscrumbs dot com,0
9.66089E+17,greatest cost opioid crisis comes lost earnings productivity overdose deaths  estimated   per person ,0
9.66089E+17,crypto topic  figure mix stream little bit  Expand awareness  heh   Jordan Sather    Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis ,0
9.66089E+17,seen PhillyMayor PhilaDAO  s latest OpEd ALDIANews fighting opioid epidemic ,0
9.6609E+17,MarcLeeCCPA Didn  t see anything opioid crisis ,0
9.6609E+17, mfflaherty weighing run Suffolk County DA seat   always interested Suffolk County DA  great opportunity help people neighborhoods real impact opioid crisis advancing goals CORI reform   mapoli,0
9.66091E+17,ThomasPaine   s generation  AKA loser Baby Boomers helped create hllhol become today  Oprah  Single parent homes  gang infested cities  nearilliterate children  illegal aliens displacing poorest  weakest  opioid crisis  list endless      liberal lunacy ,0
9.66091E+17,City hotline records paint picture hardhit opioid crisis areas  Boston Herald,0
9.66091E+17,ericbolling newsmax KirstenHaglund im sorry ur son  Eric  opioid crisis ,0
9.66091E+17,Sackler family made billions opioid crisis OpioidNation,0
9.66092E+17,Nassau Bar hold opioid crisis seminar NassauCounty NY News,0
9.66092E+17,Hey SpencerJCox  please give read  great step right direction fight opioid crisis ,0
9.66092E+17,FoxNews JesseBWatters FBI Just like opioid crisis doesn  t involve prescription drugs ,0
9.66092E+17,Sackler family made billions opioid crisis via MailOnline,0
9.66092E+17,Trump Fumbles Around Opioid Crisis   Die Every Day  via TheDailyBeast,0
9.66093E+17,Studies show among states  West Virginia shoulders highest burden caused opioid crisis  Tonight   Faces Opioid Epidemic  series continues take look officials hope answer Mountain State ,0
9.66093E+17,Another potential side effect growing opioid crisis ,0
9.66093E+17,Trump Fumbles Around Opioids Cocaine   Die Every Day via thedailybeast,0
9.66093E+17,Trump Fumbles Around Opioid Crisis   Die Every Day via thedailybeast,0
9.66093E+17,jonnyg ThePCJab PoliticalShort Congress help finally gotten money opioid crisis better border security will also help since comes across southern border,0
9.66093E+17,realDonaldTrump POTUS opioid crisis reached oval office ,0
9.66093E+17,Sackler family made billions opioid crisis MailOnline,0
9.66093E+17,Eric Bolling fighting opioid crisis President Trump,0
9.66094E+17,ngar FightMizzou AP POTUS mean  old enough remember djt declared opioid crisis national health emergency   still  nothings done  new policies  funding  skeptical  ban  ,0
9.66094E+17,K Granite Staters health care coverage thanks program  MedEx effective tool fighting opioid crisis impacting many every walk life  nhpolitics nh,0
9.66094E+17,PGSittenfeld realDonaldTrump Keep going  will like russian sanctions  declaring opioid crisis national emergency  realDonaldTrump sizzle steak  NeverAgain speaks good game  loser ,0
9.66095E+17,New St  Elizabeth Physicians Journey Recovery Center offers hope opioid crisis  WCPO Cincinnati  OH,2
9.66095E+17,Tomorrow Tiger Giving Day  Visit learn can help Harrison School Pharmacy fight opioid crisis ,0
9.66095E+17,HouseGOP something opioid crisis  want make real progress look Portugal  Cannabis decrease opioid rx ODs  fall unexplained driving stats  measureble like etoh  smarter still mindlessly rerunning s PSAs ,0
9.66096E+17,opioid crisis inflicts cruelty millions American families every day  Philadelphia families endure ,0
9.66096E+17,Longterm care may bigger issue opioid crisis  sault saultnews,0
9.66097E+17,City endorses hospitals need new facility opioid crisis  sault saultnews,0
9.66098E+17,Opioid Crisis  National Institutes Health  NIH ,0
9.66098E+17,JackW AuntJemima AskelBen DineshDSouza Think easy solve opioid crisis common sense regulations much despense  banning outright  opioids ,0
9.66098E+17,Big Pharma Family Brought Us Opioid Crisis,0
9.66098E+17,Big Pharma Family Brought Us Opioid Crisis,0
9.66099E+17,Nation Experiencing Opioid Crisis  D  C  One s ,0
9.66099E+17,Trump Fumbles Opioid Crisis   Die Every Day  thing  s accomplished making America worse ,0
9.66099E+17,Getting ready tonights Town Hall JWU Pepsi Forum ABC  News series Opioid Crisis  pm air time ,0
9.661E+17,Sackler family made billions USA opioidcrisis via MailOnline London newyork false Advertising,0
9.661E+17,opioid vending machines fix Vancouvers drug crisis via macleans,2
9.661E+17,Although long derided pseudoscience still questioned many medical experts  acupuncture increasingly embraced patients doctors  sometimes alternative powerful painkillers behind nations opioid crisis ,0
9.661E+17,Promising Ivy League student    killed opioid crisis,0
9.661E+17,new study  published Journal Health Economics  found lower rates opioidrelated overdoses states legalized marijuana medical purposes  Learn medical marijuana can help ease U  S   s opioid crisis ,0
9.661E+17,Racism isn  t  saving  black people anything  ensuring chronically ill black kids receive worst pain management possible ,0
9.66101E+17,Attorney General Josh Stein JoshStein addressing group NC  s opioid crisis GRCCPartners raleighchamber,0
9.66101E+17,Trump Fumbles Around Opioid Crisis   Die Every Day,0
9.66101E+17,RepMikeBishop WaysandMeansGOP HHSGov go  duplicitous Mikey saying concerned opioid crisis front center looking pay back benefactors crap health plan stripped funding treatment giving big tax breaks big pharma,0
9.66101E+17,Sessions opioid crisis   Take aspirin  tough  ,0
9.66101E+17,people new Miss USA  rode opioid crisis ,0
9.66101E+17,Attorney Gen Josh Stein taking opioid crisis NC  Loss productivity loss life  GRCC Partner Dinner,0
9.66102E+17,Former Fox News star Eric Bolling working Trump fight opioid crisis,0
9.66102E+17,opioid epidemic Ohio taking particularly heavy toll construction workers ,0
9.66102E+17,medical marijuana help curb opioid crisis,0
9.66102E+17,opioid crisis real  doesn  t care economic status  race  gender  etc  private sector deals largest part cost due reduced productivity employees  Says JoshStein GRCCPartners,0
9.66102E+17,Ima go ahead  say opioid crisis far weighs gun problems  y  wanna save lot lives  Stop opioids  ,0
9.66102E+17,Can Legal Marijuana Solve Opioid Crisis  Medical Pot States See Decrease Painkiller Abuse,0
9.66103E+17,vending machines help solve B  C   s opioid overdose crisis ,0
9.66103E+17,Fight Opioid Crisis TigerGivingDay,0
9.66103E+17,AltStateDpt know correct place ask help  CDC  DEA forgotten opposite direction opioid crisis  Chronic disease patients  Vets  Chronic pain patients  people w  immune  neurodegenerative disorders  cut  cold Turkey,0
9.66103E+17,TheStorm Update  Feb  QAnon Site   Liddle  Kids  PedoGate  FloridaShooting Actor  Opioid Crisis via DestroyIllusion FollowTheWhiteRabbit DeepState TuesdayThoughts BIGpharma destroyingtheillusion GreatAwakening,0
9.66103E+17,duro hey Dustin  developed app tackle huge hole opioid crisis   d love email developed traction already going  email send pitch directly ,0
9.66104E+17,DBSPorter brycatron lynnshelley CNN Well ban heroin  ongoing opioid crisis  Oh right ,0
9.66104E+17,  Q Site   Liddle  Kids  FL Shooting Actor  Opioid Crisis via YouTube,1
9.66104E+17,ScaramucciPost Scaramucci idea really cares opioid crisis  unless  ve loved one die  hear  s problem  one really anything  states know,0
9.66104E+17, Personal Opioid Crisis   Read ,0
9.66104E+17,Purdue  s criminal profiteering started mid  th century Sackler brothers  Arthur Sacklers ad agency revolutionized prescription drug marketing  pharmaceutical companies began paying doctors subsidizing studies  BigPharma,2
9.66104E+17, NCAGO JoshStein taken opioid crisis head  Need hold making   accountable   working save North Carolinians  GRCCPartners raleighchamber,0
9.66105E+17,wvu Congressional candidates discuss opioid crisis town hall  Candidates West Virginia  s st Congressional District gathered WVU campus Sunday discuss platforms state  s ongoing opioid crisis ,0
9.66105E+17,great state Maryland two PSAs opioid crisis  One nonwhite people one white people  statement objective fact ,0
9.66105E+17,opioid crisis keeps draining local resources  pushing bills like one  actions can make sure communities strong  safe   ll keep discussing longterm bipartisan solutions tackle addiction epidemic  like helped introduce LifeBOATAct,0
9.66105E+17, Counties    Million Opioid Crisis  News  OPB,0
9.66105E+17,WakeGOV County Commission Chair JessicaHolmesNC describes opioid crisis family issue  just problem   grccpartners,0
9.66105E+17,  s causing current opioid crisis  failed war drugs  overprescription prescription painkillers  growing availability fentanyl  lousy healthcare   alyssaguilera,0
9.66105E+17,RT SenatorHeitkamp  opioid crisis keeps draining local resources  pushing bills like one  actions can make sure communities strong  safe   ll keep discussing longterm bipartisan solutions tackle addiction epidem ,0
9.66105E+17,Opioid Crisis  Together  families find answers learn cope via dailyhampgaz,0
9.66106E+17,billmaher OPIOIDS KILL GUNS  ,0
9.66106E+17,SenatorCollins opioid crisis sad  one small minority people can actually help instead making progress Washington seem fine going slow getting nothing value done  Sadly will gun control ,0
9.66106E+17,bocavista realDonaldTrump OPIOIDS KILL GUNS  ,0
9.66106E+17, Contrary common belief  opioid therapy chronicpain conditions rarely leads misuse addiction   PainNewsNetwork chronicillness shareourpain OpioidCrisis,0
9.66106E+17,TheStorm Update  Feb  QAnon Site   Liddle  Kids  PedoGate  FloridaShooting Actor  Opioid Crisis via DestroyIllusion,0
9.66106E+17,sullydish piece opioid crisis killing tens thousands Americans year ,0
9.66107E+17,Kill  Americans Opioids OpioidAddiction BRILLIANT  government created opioid crisis  ,0
9.66107E+17,gun control views might lineup republicans entirely  going blame NRA  seen little give campaign contributions compared big pharma  Ahem opioid crisis ,0
9.66107E+17,Maybe phony SheriffRob needs concern constant drugs deps bringing jail instead pretending worry opioid crisis benefits ,0
